runde_nr,parti_valgt_2013,omtaler_parti,kategori,andel,konfidensintervall_fra,konfidensintervall_til,N
4,KRF,AP,Misliker,0.2931034,0.243293,0.3484163,290
4,KRF,AP,Nøytral,0.2310345,0.1858566,0.2833718,290
4,KRF,AP,Liker,0.4758621,0.4186176,0.5337479,290
5,KRF,AP,Misliker,0.2639405,0.2144268,0.3202269,269
5,KRF,AP,Nøytral,0.2081784,0.1635346,0.261204,269
5,KRF,AP,Liker,0.527881,0.4677277,0.5872355,269
6,KRF,AP,Misliker,0.3463203,0.2873457,0.4104281,231
6,KRF,AP,Nøytral,0.1948052,0.1484105,0.2514214,231
6,KRF,AP,Liker,0.4588745,0.395178,0.5239438,231
7,KRF,AP,Misliker,0.2949309,0.2376425,0.3595169,217
7,KRF,AP,Nøytral,0.1428571,0.1020171,0.1964695,217
7,KRF,AP,Liker,0.562212,0.494956,0.6272565,217
9,KRF,AP,Misliker,0.3679245,0.3052243,0.4354326,212
9,KRF,AP,Nøytral,0.1650943,0.1206457,0.2217885,212
9,KRF,AP,Liker,0.4669811,0.4002851,0.5348786,212
1,KRF,Høyre,Misliker,0.1463415,0.1039439,0.2021315,205
1,KRF,Høyre,Nøytral,0.1853659,0.1375669,0.2450539,205
1,KRF,Høyre,Liker,0.6682927,0.6004351,0.7298118,205
2,KRF,Høyre,Misliker,0.136646,0.0912893,0.1995882,161
2,KRF,Høyre,Nøytral,0.1801242,0.1276625,0.2480152,161
2,KRF,Høyre,Liker,0.6832298,0.6066014,0.7510576,161
3,KRF,Høyre,Misliker,0.244898,0.2046919,0.2901205,392
3,KRF,Høyre,Nøytral,0.1658163,0.1320548,0.2061592,392
3,KRF,Høyre,Liker,0.5892857,0.5396441,0.6371733,392
4,KRF,Høyre,Misliker,0.2655172,0.2176085,0.3196641,290
4,KRF,Høyre,Nøytral,0.1482759,0.1116519,0.1942858,290
4,KRF,Høyre,Liker,0.5862069,0.528278,0.6418449,290
5,KRF,Høyre,Misliker,0.2416357,0.1939287,0.296758,269
5,KRF,Høyre,Nøytral,0.1747212,0.1336287,0.2251659,269
5,KRF,Høyre,Liker,0.5836431,0.5234266,0.6414628,269
6,KRF,Høyre,Misliker,0.2478261,0.1959475,0.3081755,230
6,KRF,Høyre,Nøytral,0.1869565,0.1413799,0.2430664,230
6,KRF,Høyre,Liker,0.5652174,0.499927,0.628321,230
7,KRF,Høyre,Misliker,0.2694064,0.2144145,0.3325321,219
7,KRF,Høyre,Nøytral,0.1598174,0.1167194,0.2149563,219
7,KRF,Høyre,Liker,0.5707763,0.5038325,0.6352271,219
9,KRF,Høyre,Misliker,0.2666667,0.2108243,0.3310947,210
9,KRF,Høyre,Nøytral,0.1380952,0.0973997,0.192174,210
9,KRF,Høyre,Liker,0.5952381,0.5269364,0.6600406,210
1,KRF,FRP,Misliker,0.6328502,0.5645115,0.6962355,207
1,KRF,FRP,Nøytral,0.0869565,0.0552591,0.1342523,207
1,KRF,FRP,Liker,0.2801932,0.2228087,0.3457817,207
2,KRF,FRP,Misliker,0.6149068,0.5367184,0.6875806,161
2,KRF,FRP,Nøytral,0.136646,0.0912893,0.1995882,161
2,KRF,FRP,Liker,0.2484472,0.1872121,0.3217821,161
3,KRF,FRP,Misliker,0.6666667,0.6183382,0.7117285,393
3,KRF,FRP,Nøytral,0.1043257,0.0776363,0.1388095,393
3,KRF,FRP,Liker,0.2290076,0.1899644,0.2733674,393
4,KRF,FRP,Misliker,0.7275862,0.6731255,0.7759928,290
4,KRF,FRP,Nøytral,0.0931034,0.0644796,0.1326326,290
4,KRF,FRP,Liker,0.1793103,0.1390941,0.2280738,290
5,KRF,FRP,Misliker,0.7211896,0.6642217,0.7718127,269
5,KRF,FRP,Nøytral,0.0929368,0.0634165,0.1342294,269
5,KRF,FRP,Liker,0.1858736,0.1435374,0.2372379,269
6,KRF,FRP,Misliker,0.7198276,0.6581228,0.7742162,232
6,KRF,FRP,Nøytral,0.0732759,0.0458741,0.1150714,232
6,KRF,FRP,Liker,0.2068966,0.1592581,0.2643051,232
7,KRF,FRP,Misliker,0.7281106,0.6645509,0.7835497,217
7,KRF,FRP,Nøytral,0.0829493,0.052691,0.1282317,217
7,KRF,FRP,Liker,0.1889401,0.1419119,0.2470658,217
9,KRF,FRP,Misliker,0.7238095,0.6589123,0.7804728,210
9,KRF,FRP,Nøytral,0.0714286,0.0433374,0.1155294,210
9,KRF,FRP,Liker,0.2047619,0.1551559,0.2652484,210
1,KRF,Venstre,Misliker,0.1902439,0.1418345,0.2503557,205
1,KRF,Venstre,Nøytral,0.3219512,0.2610971,0.389512,205
1,KRF,Venstre,Liker,0.4878049,0.4194674,0.5566013,205
2,KRF,Venstre,Misliker,0.2608696,0.1982904,0.3349472,161
2,KRF,Venstre,Nøytral,0.3167702,0.2489424,0.3933986,161
2,KRF,Venstre,Liker,0.4223602,0.3476953,0.5007504,161
3,KRF,Venstre,Misliker,0.2295918,0.1904593,0.2740429,392
3,KRF,Venstre,Nøytral,0.2831633,0.2405783,0.3300106,392
3,KRF,Venstre,Liker,0.4872449,0.4378356,0.5369048,392
4,KRF,Venstre,Misliker,0.2648084,0.2167166,0.3192229,287
4,KRF,Venstre,Nøytral,0.3240418,0.2721103,0.3807006,287
4,KRF,Venstre,Liker,0.4111498,0.3553157,0.4693698,287
5,KRF,Venstre,Misliker,0.2565056,0.2075746,0.3124234,269
5,KRF,Venstre,Nøytral,0.2788104,0.2281873,0.3357783,269
5,KRF,Venstre,Liker,0.464684,0.4054913,0.5248886,269
6,KRF,Venstre,Misliker,0.3,0.2438971,0.3628155,230
6,KRF,Venstre,Nøytral,0.2695652,0.2158084,0.3310596,230
6,KRF,Venstre,Liker,0.4304348,0.3674789,0.4957232,230
7,KRF,Venstre,Misliker,0.347032,0.2864824,0.412972,219
7,KRF,Venstre,Nøytral,0.2328767,0.1812413,0.2939416,219
7,KRF,Venstre,Liker,0.4200913,0.3559817,0.4870156,219
9,KRF,Venstre,Misliker,0.4037559,0.3394453,0.4715527,213
9,KRF,Venstre,Nøytral,0.2441315,0.1907227,0.306826,213
9,KRF,Venstre,Liker,0.3521127,0.2904468,0.4191373,213
1,KRF,SP,Misliker,0.254902,0.1993789,0.3197126,204
1,KRF,SP,Nøytral,0.3039216,0.2442408,0.3710262,204
1,KRF,SP,Liker,0.4411765,0.3739989,0.5105789,204
2,KRF,SP,Misliker,0.3580247,0.2872898,0.4355328,162
2,KRF,SP,Nøytral,0.2654321,0.2025567,0.3395151,162
2,KRF,SP,Liker,0.3765432,0.3046047,0.4543704,162
3,KRF,SP,Misliker,0.2122762,0.1744057,0.2558219,391
3,KRF,SP,Nøytral,0.3887468,0.3414557,0.4382292,391
3,KRF,SP,Liker,0.398977,0.3513675,0.4485761,391
4,KRF,SP,Misliker,0.2802768,0.2312409,0.3351774,289
4,KRF,SP,Nøytral,0.3806228,0.3261232,0.4383063,289
4,KRF,SP,Liker,0.3391003,0.2865302,0.3959628,289
5,KRF,SP,Misliker,0.2052239,0.1607968,0.2581499,268
5,KRF,SP,Nøytral,0.2462687,0.198088,0.3017584,268
5,KRF,SP,Liker,0.5485075,0.4881302,0.6074897,268
6,KRF,SP,Misliker,0.2217391,0.1723596,0.2804713,230
6,KRF,SP,Nøytral,0.3130435,0.2560296,0.3763312,230
6,KRF,SP,Liker,0.4652174,0.4012162,0.5303848,230
7,KRF,SP,Misliker,0.2727273,0.2175736,0.3358606,220
7,KRF,SP,Nøytral,0.2409091,0.1886003,0.3023204,220
7,KRF,SP,Liker,0.4863636,0.4204286,0.5527767,220
9,KRF,SP,Misliker,0.2735849,0.2173928,0.3380281,212
9,KRF,SP,Nøytral,0.1933962,0.1453323,0.2526566,212
9,KRF,SP,Liker,0.5330189,0.4651214,0.5997149,212
1,KRF,SV,Misliker,0.7009804,0.6340663,0.7602846,204
1,KRF,SV,Nøytral,0.127451,0.0879706,0.181131,204
1,KRF,SV,Liker,0.1715686,0.1254698,0.2301473,204
2,KRF,SV,Misliker,0.69375,0.6172533,0.7608806,160
2,KRF,SV,Nøytral,0.16875,0.1178751,0.2357152,160
2,KRF,SV,Liker,0.1375,0.0918687,0.2007852,160
3,KRF,SV,Misliker,0.6675258,0.6188965,0.7128291,388
3,KRF,SV,Nøytral,0.1907216,0.1545018,0.2330916,388
3,KRF,SV,Liker,0.1417526,0.1103328,0.1803065,388
4,KRF,SV,Misliker,0.6398601,0.5822155,0.693735,286
4,KRF,SV,Nøytral,0.1993007,0.1567597,0.2499641,286
4,KRF,SV,Liker,0.1608392,0.1224577,0.2083937,286
5,KRF,SV,Misliker,0.6428571,0.583063,0.6985101,266
5,KRF,SV,Nøytral,0.2105263,0.1654204,0.2640402,266
5,KRF,SV,Liker,0.1466165,0.1087738,0.194748,266
6,KRF,SV,Misliker,0.6839827,0.6207399,0.7410784,231
6,KRF,SV,Nøytral,0.2034632,0.1561035,0.2607517,231
6,KRF,SV,Liker,0.1125541,0.0775585,0.1605912,231
7,KRF,SV,Misliker,0.6574074,0.5910987,0.7180916,216
7,KRF,SV,Nøytral,0.1759259,0.1304207,0.2330532,216
7,KRF,SV,Liker,0.1666667,0.122374,0.2229188,216
9,KRF,SV,Misliker,0.7075472,0.642256,0.7652772,212
9,KRF,SV,Nøytral,0.1650943,0.1206457,0.2217885,212
9,KRF,SV,Liker,0.1273585,0.08854,0.179838,212
1,KRF,MDG,Misliker,0.315534,0.2552736,0.3827093,206
1,KRF,MDG,Nøytral,0.3495146,0.287006,0.4176622,206
1,KRF,MDG,Liker,0.3349515,0.2733615,0.4027271,206
2,KRF,MDG,Misliker,0.3435583,0.2740487,0.4204863,163
2,KRF,MDG,Nøytral,0.3006135,0.2345595,0.3761284,163
2,KRF,MDG,Liker,0.3558282,0.2854517,0.4330404,163
3,KRF,MDG,Misliker,0.225641,0.1867045,0.2700018,390
3,KRF,MDG,Nøytral,0.374359,0.3274945,0.4237046,390
3,KRF,MDG,Liker,0.4,0.3522999,0.4496746,390
4,KRF,MDG,Misliker,0.2708333,0.2223814,0.3254241,288
4,KRF,MDG,Nøytral,0.3993056,0.343985,0.4573208,288
4,KRF,MDG,Liker,0.3298611,0.2776947,0.3865824,288
5,KRF,MDG,Misliker,0.4511278,0.3919357,0.5117361,266
5,KRF,MDG,Nøytral,0.2255639,0.1790315,0.2800648,266
5,KRF,MDG,Liker,0.3233083,0.2694927,0.3822472,266
6,KRF,MDG,Misliker,0.5151515,0.4503307,0.5794665,231
6,KRF,MDG,Nøytral,0.2467532,0.1950763,0.3069003,231
6,KRF,MDG,Liker,0.2380952,0.1872185,0.2977332,231
7,KRF,MDG,Misliker,0.5550459,0.4879645,0.6201796,218
7,KRF,MDG,Nøytral,0.206422,0.1574656,0.2657974,218
7,KRF,MDG,Liker,0.2385321,0.1862316,0.3001039,218
9,KRF,MDG,Misliker,0.6066351,0.5386016,0.670769,211
9,KRF,MDG,Nøytral,0.1611374,0.1171405,0.2175866,211
9,KRF,MDG,Liker,0.2322275,0.1797652,0.294503,211
1,MDG,KRF,Misliker,0.4529412,0.3789856,0.5290343,170
1,MDG,KRF,Nøytral,0.2529412,0.1927376,0.3243932,170
1,MDG,KRF,Liker,0.2941176,0.2299239,0.3676768,170
2,MDG,KRF,Misliker,0.5583333,0.4672653,0.6456398,120
2,MDG,KRF,Nøytral,0.1916667,0.1300666,0.2732762,120
2,MDG,KRF,Liker,0.25,0.1797851,0.3363907,120
3,MDG,KRF,Misliker,0.4907749,0.4312927,0.5505194,271
3,MDG,KRF,Nøytral,0.2656827,0.2162078,0.3218302,271
3,MDG,KRF,Liker,0.2435424,0.1958392,0.2985515,271
4,MDG,KRF,Misliker,0.4533898,0.3905171,0.5177855,236
4,MDG,KRF,Nøytral,0.2669492,0.2140512,0.3274728,236
4,MDG,KRF,Liker,0.279661,0.2257482,0.3407822,236
5,MDG,KRF,Misliker,0.4114583,0.3434475,0.4830286,192
5,MDG,KRF,Nøytral,0.3072917,0.2456117,0.376726,192
5,MDG,KRF,Liker,0.28125,0.221714,0.349592,192
6,MDG,KRF,Misliker,0.4569892,0.3861215,0.5296419,186
6,MDG,KRF,Nøytral,0.3225806,0.258798,0.3937325,186
6,MDG,KRF,Liker,0.2204301,0.1661633,0.2863338,186
7,MDG,KRF,Misliker,0.5326087,0.4596627,0.6041868,184
7,MDG,KRF,Nøytral,0.2336957,0.1776706,0.3009223,184
7,MDG,KRF,Liker,0.2336957,0.1776706,0.3009223,184
9,MDG,KRF,Misliker,0.4859155,0.4038472,0.5687504,142
9,MDG,KRF,Nøytral,0.2887324,0.2194404,0.3695456,142
9,MDG,KRF,Liker,0.2253521,0.1633901,0.3023207,142
1,MDG,AP,Misliker,0.2071006,0.1520828,0.2755537,169
1,MDG,AP,Nøytral,0.1893491,0.136696,0.2562632,169
1,MDG,AP,Liker,0.6035503,0.5271996,0.6751682,169
2,MDG,AP,Misliker,0.2479339,0.1782532,0.3337892,121
2,MDG,AP,Nøytral,0.1900826,0.1289674,0.2711439,121
2,MDG,AP,Liker,0.5619835,0.4712621,0.6487411,121
3,MDG,AP,Misliker,0.2316176,0.185022,0.2858323,272
3,MDG,AP,Nøytral,0.1580882,0.1191679,0.2067365,272
3,MDG,AP,Liker,0.6102941,0.5506559,0.6668064,272
4,MDG,AP,Misliker,0.1898734,0.1445739,0.2452967,237
4,MDG,AP,Nøytral,0.1434599,0.104081,0.1945033,237
4,MDG,AP,Liker,0.6666667,0.6037484,0.724159,237
5,MDG,AP,Misliker,0.1789474,0.1303544,0.2406422,190
5,MDG,AP,Nøytral,0.1894737,0.1394848,0.2521285,190
5,MDG,AP,Liker,0.6315789,0.5600935,0.6977173,190
6,MDG,AP,Misliker,0.2419355,0.1853077,0.3092983,186
6,MDG,AP,Nøytral,0.2043011,0.1519513,0.2689661,186
6,MDG,AP,Liker,0.5537634,0.4810341,0.6242617,186
7,MDG,AP,Misliker,0.2459016,0.1884324,0.3141143,183
7,MDG,AP,Nøytral,0.1967213,0.1449425,0.2613438,183
7,MDG,AP,Liker,0.557377,0.4840227,0.6283111,183
9,MDG,AP,Misliker,0.3172414,0.2459376,0.3982985,145
9,MDG,AP,Nøytral,0.1448276,0.095886,0.2128682,145
9,MDG,AP,Liker,0.537931,0.4555266,0.6183138,145
1,MDG,Høyre,Misliker,0.5176471,0.4419432,0.5925494,170
1,MDG,Høyre,Nøytral,0.2176471,0.1614564,0.2867071,170
1,MDG,Høyre,Liker,0.2647059,0.2032906,0.3368309,170
2,MDG,Høyre,Misliker,0.553719,0.4630972,0.6409057,121
2,MDG,Høyre,Nøytral,0.1900826,0.1289674,0.2711439,121
2,MDG,Høyre,Liker,0.2561983,0.1854482,0.342588,121
3,MDG,Høyre,Misliker,0.6851852,0.6269704,0.7381099,270
3,MDG,Høyre,Nøytral,0.1296296,0.0943524,0.1755401,270
3,MDG,Høyre,Liker,0.1851852,0.1429952,0.2363896,270
4,MDG,Høyre,Misliker,0.6822034,0.619613,0.7388358,236
4,MDG,Høyre,Nøytral,0.1398305,0.1009001,0.1905972,236
4,MDG,Høyre,Liker,0.1779661,0.133983,0.2325112,236
5,MDG,Høyre,Misliker,0.642487,0.5717926,0.707481,193
5,MDG,Høyre,Nøytral,0.2072539,0.1554165,0.2708366,193
5,MDG,Høyre,Liker,0.1502591,0.1061263,0.2084644,193
6,MDG,Høyre,Misliker,0.657754,0.5862352,0.7227571,187
6,MDG,Høyre,Nøytral,0.1604278,0.1141337,0.2208187,187
6,MDG,Høyre,Liker,0.1818182,0.1324897,0.2443397,187
7,MDG,Høyre,Misliker,0.701087,0.6303874,0.76334,184
7,MDG,Høyre,Nøytral,0.125,0.0841758,0.1816953,184
7,MDG,Høyre,Liker,0.173913,0.1253257,0.2362494,184
9,MDG,Høyre,Misliker,0.7152778,0.6352644,0.7837144,144
9,MDG,Høyre,Nøytral,0.1041667,0.0633947,0.1664994,144
9,MDG,Høyre,Liker,0.1805556,0.1253923,0.2529674,144
1,MDG,FRP,Misliker,0.8941176,0.8375316,0.9325818,170
1,MDG,FRP,Nøytral,0.0588235,0.0317386,0.1064802,170
1,MDG,FRP,Liker,0.0470588,0.0235398,0.0918655,170
2,MDG,FRP,Misliker,0.9008264,0.8322614,0.943275,121
2,MDG,FRP,Nøytral,0.0413223,0.0170863,0.0965588,121
2,MDG,FRP,Liker,0.0578512,0.0275325,0.1175222,121
3,MDG,FRP,Misliker,0.9225092,0.8837884,0.949072,271
3,MDG,FRP,Nøytral,0.0405904,0.0225338,0.0720494,271
3,MDG,FRP,Liker,0.0369004,0.0198888,0.067461,271
4,MDG,FRP,Misliker,0.92827,0.8872982,0.9551006,237
4,MDG,FRP,Nøytral,0.0464135,0.0257757,0.0821814,237
4,MDG,FRP,Liker,0.0253165,0.011351,0.0554996,237
5,MDG,FRP,Misliker,0.9689119,0.9320857,0.9860678,193
5,MDG,FRP,Nøytral,0.015544,0.0049712,0.0475295,193
5,MDG,FRP,Liker,0.015544,0.0049712,0.0475295,193
6,MDG,FRP,Misliker,0.9193548,0.869995,0.9510288,186
6,MDG,FRP,Nøytral,0.0268817,0.0111415,0.0634324,186
6,MDG,FRP,Liker,0.0537634,0.0290013,0.0975443,186
7,MDG,FRP,Misliker,0.9234973,0.874418,0.954396,183
7,MDG,FRP,Nøytral,0.0382514,0.0182155,0.0785621,183
7,MDG,FRP,Liker,0.0382514,0.0182155,0.0785621,183
9,MDG,FRP,Misliker,0.9305556,0.8749008,0.9625113,144
9,MDG,FRP,Nøytral,0.0138889,0.0034185,0.0546696,144
9,MDG,FRP,Liker,0.0555556,0.0277912,0.1079768,144
1,MDG,Venstre,Misliker,0.0892857,0.0542619,0.1434861,168
1,MDG,Venstre,Nøytral,0.3035714,0.2381934,0.3779903,168
1,MDG,Venstre,Liker,0.6071429,0.5305879,0.6787715,168
2,MDG,Venstre,Misliker,0.1818182,0.1221,0.2620264,121
2,MDG,Venstre,Nøytral,0.2809917,0.2072375,0.368784,121
2,MDG,Venstre,Liker,0.5371901,0.4468385,0.6251636,121
3,MDG,Venstre,Misliker,0.1507353,0.1127353,0.1986759,271
3,MDG,Venstre,Nøytral,0.2205882,0.17499,0.2741204,271
3,MDG,Venstre,Liker,0.6286765,0.5693057,0.6844,271
4,MDG,Venstre,Misliker,0.220339,0.1716809,0.2781567,236
4,MDG,Venstre,Nøytral,0.2161017,0.1678731,0.2736298,236
4,MDG,Venstre,Liker,0.5635593,0.4991216,0.6259203,236
5,MDG,Venstre,Misliker,0.1502591,0.1061263,0.2084644,193
5,MDG,Venstre,Nøytral,0.2797927,0.2205283,0.3478758,193
5,MDG,Venstre,Liker,0.5699482,0.4985304,0.6385689,193
6,MDG,Venstre,Misliker,0.2299465,0.1747441,0.2963259,187
6,MDG,Venstre,Nøytral,0.197861,0.1464383,0.2618025,187
6,MDG,Venstre,Liker,0.5721925,0.4996083,0.6417968,187
7,MDG,Venstre,Misliker,0.2391304,0.1825183,0.3067139,184
7,MDG,Venstre,Nøytral,0.2282609,0.1728365,0.2951172,184
7,MDG,Venstre,Liker,0.5326087,0.4596627,0.6041868,184
9,MDG,Venstre,Misliker,0.2937063,0.2241441,0.374438,143
9,MDG,Venstre,Nøytral,0.2447552,0.1805499,0.3227987,143
9,MDG,Venstre,Liker,0.4615385,0.3806201,0.5445356,143
1,MDG,SP,Misliker,0.3491124,0.2804032,0.4247209,169
1,MDG,SP,Nøytral,0.3786982,0.3080863,0.454855,169
1,MDG,SP,Liker,0.2721893,0.2098633,0.3449445,169
2,MDG,SP,Misliker,0.425,0.3386164,0.5162204,120
2,MDG,SP,Nøytral,0.375,0.2919851,0.46608,120
2,MDG,SP,Liker,0.2,0.1370415,0.2824166,120
3,MDG,SP,Misliker,0.4037037,0.3464412,0.4637155,270
3,MDG,SP,Nøytral,0.3259259,0.2723417,0.3844824,270
3,MDG,SP,Liker,0.2703704,0.2204553,0.3268486,270
4,MDG,SP,Misliker,0.3686441,0.3090794,0.4325022,236
4,MDG,SP,Nøytral,0.3559322,0.2970304,0.4195433,236
4,MDG,SP,Liker,0.2754237,0.2218429,0.336352,236
5,MDG,SP,Misliker,0.3455497,0.2809851,0.4163591,191
5,MDG,SP,Nøytral,0.3455497,0.2809851,0.4163591,191
5,MDG,SP,Liker,0.3089005,0.2469431,0.3785879,191
6,MDG,SP,Misliker,0.3903743,0.3225103,0.4627644,187
6,MDG,SP,Nøytral,0.3368984,0.2722587,0.4082751,187
6,MDG,SP,Liker,0.2727273,0.2132194,0.3416318,187
7,MDG,SP,Misliker,0.3551913,0.2886593,0.4278349,183
7,MDG,SP,Nøytral,0.3497268,0.2835482,0.422248,183
7,MDG,SP,Liker,0.295082,0.2329896,0.3658295,183
9,MDG,SP,Misliker,0.4335664,0.3538718,0.5168521,143
9,MDG,SP,Nøytral,0.2377622,0.1744137,0.3153314,143
9,MDG,SP,Liker,0.3286713,0.2559052,0.4107079,143
1,MDG,SV,Misliker,0.1715976,0.1214976,0.2367882,169
1,MDG,SV,Nøytral,0.2662722,0.2045315,0.3387143,169
1,MDG,SV,Liker,0.5621302,0.4857062,0.6357152,169
2,MDG,SV,Misliker,0.214876,0.1498441,0.2982309,121
2,MDG,SV,Nøytral,0.2396694,0.171094,0.3249552,121
2,MDG,SV,Liker,0.5454545,0.454956,0.6330465,121
3,MDG,SV,Misliker,0.2313433,0.1844504,0.2859774,268
3,MDG,SV,Nøytral,0.2201493,0.1742787,0.2740855,268
3,MDG,SV,Liker,0.5485075,0.4881302,0.6074897,268
4,MDG,SV,Misliker,0.2330508,0.1831506,0.2916917,236
4,MDG,SV,Nøytral,0.220339,0.1716809,0.2781567,236
4,MDG,SV,Liker,0.5466102,0.4822145,0.6094829,236
5,MDG,SV,Misliker,0.1502591,0.1061263,0.2084644,193
5,MDG,SV,Nøytral,0.1865285,0.1372699,0.2483745,193
5,MDG,SV,Liker,0.6632124,0.5930175,0.7268764,193
6,MDG,SV,Misliker,0.171123,0.1232752,0.232615,187
6,MDG,SV,Nøytral,0.1925134,0.1417726,0.2559974,187
6,MDG,SV,Liker,0.6363636,0.5643686,0.7027276,187
7,MDG,SV,Misliker,0.1630435,0.1160297,0.2242735,184
7,MDG,SV,Nøytral,0.2065217,0.1536427,0.2717565,184
7,MDG,SV,Liker,0.6304348,0.5577219,0.6976735,184
9,MDG,SV,Misliker,0.2275862,0.1659166,0.3038281,145
9,MDG,SV,Nøytral,0.1862069,0.1303372,0.258896,145
9,MDG,SV,Liker,0.5862069,0.5034672,0.6643509,145
1,MDG,MDG,Misliker,0.0,0,0,167
1,MDG,MDG,Nøytral,0.0,0,0,167
1,MDG,MDG,Liker,1.0,.,.,167
2,MDG,MDG,Misliker,0.0,0,0,121
2,MDG,MDG,Nøytral,0.0330579,0.0122875,0.0858849,121
2,MDG,MDG,Liker,0.9669421,0.9141151,0.9877125,121
3,MDG,MDG,Misliker,0.0183824,0.0076292,0.0436253,271
3,MDG,MDG,Nøytral,0.0073529,0.0018236,0.0291581,271
3,MDG,MDG,Liker,0.9742647,0.9467756,0.9877402,271
4,MDG,MDG,Misliker,0.0084388,0.0020903,0.0334231,237
4,MDG,MDG,Nøytral,0.0295359,0.0140688,0.0609561,237
4,MDG,MDG,Liker,0.9620253,0.928321,0.9802192,237
5,MDG,MDG,Misliker,0.0207254,0.007732,0.0543575,193
5,MDG,MDG,Nøytral,0.0362694,0.0172727,0.0745737,193
5,MDG,MDG,Liker,0.9430052,0.8995388,0.9683272,193
6,MDG,MDG,Misliker,0.0641711,0.0366092,0.1101119,187
6,MDG,MDG,Nøytral,0.0588235,0.0326928,0.1036032,187
6,MDG,MDG,Liker,0.8770053,0.8211174,0.9171932,187
7,MDG,MDG,Misliker,0.0989011,0.0629272,0.1521022,182
7,MDG,MDG,Nøytral,0.0714286,0.0417092,0.1196795,182
7,MDG,MDG,Liker,0.8296703,0.7673038,0.8779797,182
9,MDG,MDG,Misliker,0.125,0.0797515,0.1906037,144
9,MDG,MDG,Nøytral,0.0416667,0.0186568,0.0904396,144
9,MDG,MDG,Liker,0.8333333,0.7624019,0.8862486,144
1,SP,KRF,Misliker,0.2440476,0.1844779,0.3154133,168
1,SP,KRF,Nøytral,0.3035714,0.2381934,0.3779903,168
1,SP,KRF,Liker,0.452381,0.3780113,0.5289394,168
2,SP,KRF,Misliker,0.3486239,0.2639871,0.4440256,109
2,SP,KRF,Nøytral,0.2110092,0.1435255,0.2991404,109
2,SP,KRF,Liker,0.440367,0.3488985,0.536072,109
3,SP,KRF,Misliker,0.3227848,0.2732669,0.3766255,316
3,SP,KRF,Nøytral,0.2594937,0.2139135,0.3109442,316
3,SP,KRF,Liker,0.4177215,0.3642621,0.4731871,316
4,SP,KRF,Misliker,0.3252427,0.2643023,0.3927334,230
4,SP,KRF,Nøytral,0.2864078,0.2283781,0.3524474,230
4,SP,KRF,Liker,0.3883495,0.3237054,0.4571763,230
5,SP,KRF,Misliker,0.327957,0.2637822,0.3992772,206
5,SP,KRF,Nøytral,0.2688172,0.2095235,0.3377217,206
5,SP,KRF,Liker,0.4032258,0.3345383,0.47593,206
6,SP,KRF,Misliker,0.327957,0.2637822,0.3992772,186
6,SP,KRF,Nøytral,0.2688172,0.2095235,0.3377217,186
6,SP,KRF,Liker,0.4032258,0.3345383,0.47593,186
7,SP,KRF,Misliker,0.3876404,0.3182781,0.4618776,178
7,SP,KRF,Nøytral,0.2303371,0.1738324,0.298571,178
7,SP,KRF,Liker,0.3820225,0.3129721,0.4561916,178
9,SP,KRF,Misliker,0.3710692,0.2988265,0.4495786,159
9,SP,KRF,Nøytral,0.2641509,0.2008637,0.3389216,159
9,SP,KRF,Liker,0.3647799,0.2929497,0.4431829,159
1,SP,AP,Misliker,0.112426,0.0725365,0.1702256,169
1,SP,AP,Nøytral,0.1775148,0.1265415,0.2433016,169
1,SP,AP,Liker,0.7100592,0.6364495,0.7740558,169
2,SP,AP,Misliker,0.1711712,0.1111539,0.2543223,111
2,SP,AP,Nøytral,0.0990991,0.0552182,0.1715206,111
2,SP,AP,Liker,0.7297297,0.6382496,0.805139,111
3,SP,AP,Misliker,0.1111111,0.080709,0.1510833,315
3,SP,AP,Nøytral,0.1587302,0.1222215,0.2036146,315
3,SP,AP,Liker,0.7301587,0.6781493,0.7765332,315
4,SP,AP,Misliker,0.1179039,0.0818801,0.1668957,229
4,SP,AP,Nøytral,0.1703057,0.1266827,0.2250787,229
4,SP,AP,Liker,0.7117904,0.6493044,0.7671357,229
5,SP,AP,Misliker,0.1317073,0.0916084,0.1857689,205
5,SP,AP,Nøytral,0.1853659,0.1375669,0.2450539,205
5,SP,AP,Liker,0.6829268,0.615526,0.7434369,205
6,SP,AP,Misliker,0.1451613,0.1011212,0.2040281,186
6,SP,AP,Nøytral,0.1827957,0.1332172,0.2455974,186
6,SP,AP,Liker,0.672043,0.6007228,0.7362178,186
7,SP,AP,Misliker,0.1675978,0.1193339,0.2302776,179
7,SP,AP,Nøytral,0.150838,0.1051443,0.2116917,179
7,SP,AP,Liker,0.6815642,0.6090867,0.7462033,179
9,SP,AP,Misliker,0.1962025,0.1409832,0.2663439,158
9,SP,AP,Nøytral,0.1455696,0.0982557,0.2103522,158
9,SP,AP,Liker,0.6582278,0.5800678,0.7286456,158
1,SP,Høyre,Misliker,0.5266272,0.4505505,0.6014873,169
1,SP,Høyre,Nøytral,0.1775148,0.1265415,0.2433016,169
1,SP,Høyre,Liker,0.295858,0.2313321,0.3697251,169
2,SP,Høyre,Misliker,0.5405405,0.4460515,0.632202,111
2,SP,Høyre,Nøytral,0.1441441,0.0895406,0.2238587,111
2,SP,Høyre,Liker,0.3153153,0.2346835,0.4088506,111
3,SP,Høyre,Misliker,0.6166134,0.5612148,0.6691411,313
