Uke,År,Lokalitetsnummer,Lokalitetsnavn,Voksne hunnlus,Lus i bevegelige stadier,Fastsittende lus,Kommune,Lat,Lon,Sjøtemperatur
21,2017,19016,STORSKOGØYA,0,0.03,0.05,SNILLFJORD,63.50607,9.19075,9.3
21,2017,13566,STORSKREBUKTI,0,0,0,LINDÅS,60.65373,5.4192,9.8
21,2017,13124,STORSTROMPAN,,,,RØDØY,66.54563,13.41908,
21,2017,13316,STORVIK,,,,LOPPA,70.14951,22.41657,
21,2017,22335,STORVIKA,,,,FRÆNA,62.80217,6.981267,
21,2017,13125,STORVIKA,0.17,0.74,0.44,MELØY,66.80855,13.24233,7.8
21,2017,15461,STORVIKA,0.04,0.11,0.02,NORDKAPP,70.87123,25.44632,4.7
21,2017,32397,STORVIKA I SKJERSTADFJORDEN,0,0,0,BODØ,67.20264,15.275,6.6
21,2017,10552,STORVIKA III,0,0,0,SALANGEN,68.89622,17.48732,5.25
21,2017,23055,STORVIKA V,0.14,0.38,0,DYRØY,69.0433,17.36323,6.3
21,2017,10421,STORVIKBUKTA,0,0.01,0,NÆRØY,64.92893,11.91292,7.66
21,2017,11858,STØYTLAND,,,,FLEKKEFJORD,58.2316,6.628533,
21,2017,13892,STRANDABUKTA,,,,HITRA,63.54346,9.162297,
21,2017,10753,STRANDMO,,,,KARLSØY,69.8813,19.43453,
21,2017,12081,STRAUMNESET,0.11,0.52,0.18,JONDAL,60.22097,6.139567,9.1
21,2017,22435,STRETARNESET,,,,HADSEL,68.67398,14.98248,
21,2017,26235,STUALAND,,,,SVEIO,59.6088,5.5269,
21,2017,11552,STUHOLMEN,0,0.3,2,SUND,60.24968,4.978117,10.2
21,2017,11206,STYRVOLLHOLMEN,,,,VESTVÅGØY,68.08102,13.62913,
21,2017,36100,SUHOLMEN,0.19,0.65,0.06,SMØLA,63.49493,8.02235,8.7
21,2017,19396,SUNDE,,,,KVINNHERAD,59.83303,5.709017,
21,2017,29376,SUNDSØY,,,,DØNNA,66.17637,12.77028,
21,2017,10798,SVARTBERGET,,,,KVÆNANGEN,70.0186,22.01832,
21,2017,11312,SVARTFJELL,0,0,0,STEIGEN,67.93948,15.50317,7.3
21,2017,31817,SVARTSKJÆR,0,0,0,IBESTAD,68.71893,16.7745,6.5
21,2017,12074,SVÅSANDNESET,,,,JONDAL,60.32422,6.318983,12.07
21,2017,11776,SVEHOLMANE,,,,FLORA,61.55772,5.215333,
21,2017,13727,SVELLUNGEN,,,,HITRA,63.65528,9.156795,
21,2017,11813,SVINØY V,0.01,0.6,0.01,FJALER,61.30312,5.101167,11
21,2017,11144,SVINVÆR,0.08,0.38,0.2,RØDØY,66.76923,13.17063,8.4
21,2017,22955,SVOLLANDSNESET,0.06,0.47,0.07,VINDAFJORD,59.685,5.589917,9.9
21,2017,13196,SYLTØY,0,0.53,0.55,SUND,60.3046,4.96645,9.7
21,2017,10309,SYRTANGEN,,,,ØYGARDEN,60.46847,4.965967,
21,2017,20577,TANDRANESET,,,,SULDAL,59.32653,6.067967,
21,2017,10582,TARMEVIKODDEN,0.01,0.02,0,FLEKKEFJORD,58.21977,6.685633,9.64
21,2017,16165,TÅRNVIKA,,,,BODØ,67.57281,15.12868,
21,2017,26575,TEIGANE,1.48,1.33,0,SULDAL,59.52033,6.337233,8.2
21,2017,13057,TEIGLAND I,0.13,0.32,0.23,KVAM,60.17935,5.959917,11.2
21,2017,11832,TEISTHALSEN,,,,FLORA,61.61243,4.81315,
21,2017,29776,TEKSMONA,,,,MELØY,66.86842,13.60138,
21,2017,21755,TENDALSVIK,0,0.03,0,ETNE,59.73605,5.884,9.3
21,2017,12449,TENNØYA,0.01,0.07,0.08,FRØYA,63.80503,8.4444,8
21,2017,13644,TEPSTAD,,,,OSTERØY,60.55303,5.385317,
21,2017,12268,TERNINGEN,0.01,0.24,0.1,MIDSUND,62.6431,6.54805,8.9
21,2017,12662,TERNSKJÆRET II,,,,NÆRØY,64.77713,11.63977,
21,2017,15517,TINNLANDET,0.16,0.18,0.02,HAMMERFEST,70.5295,23.2287,5.6
21,2017,25815,TITTELSNES,0.04,0.35,0.24,SVEIO,59.72365,5.534383,10.19
21,2017,28916,TJÆRNHOLMEN,,,,VIKNA,64.84486,10.81205,
21,2017,20075,TJAJNELUOKTA,,,,TYSFJORD,67.89243,16.23672,
21,2017,31077,TJUKKENESET,,,,EVENES,68.47487,17.30393,
21,2017,10054,TOBBEHOLMANE,0.18,1.95,0.65,AUSTEVOLL,60.02432,5.30815,10.9
21,2017,11414,TOFTEN,0.02,0.04,0.01,ØKSNES,68.86898,15.30105,6.5
21,2017,10635,TOKNEBUKTNESET,0,0,0,KVALSUND,70.5734,24.07473,4.5
21,2017,17575,TOLLAKSHOLMEN,0.18,0.37,0,BOKN,59.2522,5.390517,11.1
21,2017,26055,TOPPSUND Ø,0.04,0.12,0.02,HARSTAD,68.86372,16.40303,6.14
21,2017,30236,TOPPSUND V,0.09,0.07,0,HARSTAD,68.9112,16.28933,6.51
21,2017,30837,TORANGSKJERET,,,,AUSTEVOLL,60.13018,5.176033,10
21,2017,30177,TORGERHAUGEN,,,,NÆRØY,64.89295,11.76302,
21,2017,12671,TORLANDSØYA,,,,NÆRØY,64.78018,11.45475,
21,2017,12114,TORSNESET,,,,VINDAFJORD,59.51827,5.820033,
21,2017,33677,TORVUND,,,,HØYANGER,61.145,5.656183,
21,2017,34917,TOSEN,,,,BINDAL,65.24944,12.81528,
21,2017,31497,TOSKA N,0.05,0.62,0.22,RADØY,60.66987,4.9172,10.1
21,2017,14018,TOSKA S,,,,RADØY,60.63383,4.996883,
21,2017,29336,TRÆLSØYOSEN,,,,AUSTEVOLL,60.1178,5.2702,
21,2017,30517,TRÆLVIKA,0.05,0.24,0.07,LENVIK,69.51895,17.69593,5.2
21,2017,32717,TRANØYA N,0,0,0,BJUGN,63.87203,9.769783,10.3
21,2017,10090,TRELLEVIKA,,,,ASKVOLL,61.37038,5.0185,15.3
21,2017,17077,TRETTEVIK,0.11,0.24,0.14,LENVIK,69.51037,18.0218,5.7
21,2017,32857,TRETTHOLMOSEN,,,,BØMLO,59.83193,5.0801,
21,2017,30560,TRISTEINEN,0.02,0.2,0,BJUGN,63.86895,9.6204,9.2
21,2017,13677,TRØAN BJØRKLIBUKTA,,,,HEMNE,63.33155,9.1231,7.2
21,2017,13594,TROLLØYA SV,,,,SORTLAND,68.70438,15.0148,
21,2017,11351,TROLLVIKA,0.15,0.32,0.05,SKÅNLAND,68.71678,17.02287,6.6
21,2017,10332,TROMMO,0.13,0.37,0.19,KVINNHERAD,60.08243,6.080067,11.39
21,2017,10029,TUHOLMANE Ø,,,,KARMØY,59.37203,5.20965,
21,2017,10147,TUNGESVIK,,,,ETNE,59.74193,5.98095,
21,2017,25855,TUSSØYA,0.14,0.1,0.01,TROMSØ,69.66272,18.17765,6.1
21,2017,10821,TUVAN,0.02,0,0,ALTA,70.09161,22.70898,5.7
21,2017,14081,TVEIT,,,,HYLLESTAD,61.11008,5.340483,
21,2017,30717,TVEITNES,0.09,0.54,0.01,KVAM,60.41418,6.402,9.8
21,2017,12077,TVEITNESVIK,0.2,0.4,0,KVINNHERAD,60.10592,6.20525,11.7
21,2017,13562,UFØRO,0.12,1.79,0.6,STORD,59.87835,5.526917,11.19
21,2017,10570,ULØY,0,0,0,NORDREISA,69.79892,20.64193,6.7
21,2017,10726,ULØYBUKT,0,0,0.1,SKJERVØY,69.86008,20.71397,6.3
21,2017,13570,ULVÆRHOLMEN,0,0.25,0.12,HITRA,63.59822,9.116583,8.6
21,2017,13720,ULVAN,,,,HITRA,63.67223,9.0329,
21,2017,12102,ULVENESET,,,,KVINNHERAD,59.99282,5.858417,
21,2017,34737,ULVØYO,,,,HAUGESUND,59.43258,5.10645,
21,2017,32437,URDA,,,,SURNADAL,63.00053,8.325633,9.8
21,2017,32837,URSBAKKEN,,,,NÆRØY,64.77225,11.17833,
21,2017,11533,USHOLMSVIKA,,,,SUND,60.1749,5.0917,
21,2017,24135,UTÅKER,0,0.02,0,KVINNHERAD,59.77833,5.9024,9.8
21,2017,14678,UVÅG,,,,BØ I NORDLAND,68.6599,14.67875,
21,2017,35517,VADHOLMEN,0.02,0.07,0.09,ØYGARDEN,60.695,4.761117,9
21,2017,22495,VÆRNES,,,,TORSKEN,69.33597,17.09365,
21,2017,24197,VÆRØYA Ø,,,,HITRA,63.41597,8.483883,
21,2017,10677,VAGNFJORDEN,,,,SØR-VARANGER,69.91855,29.5878,
21,2017,10091,VÅGSØYA,,,,FLORA,61.48973,5.023517,
21,2017,31557,VALØYAN,0.01,0.16,0.12,FRØYA,63.81735,8.462483,8.26
21,2017,13522,VALVIKA,,,,NESNA,66.29887,12.81383,
21,2017,35657,VARDEN,0.17,0.26,0.09,HITRA,63.63572,9.186467,9.16
21,2017,10968,VARDSKJÆR Ø,0.06,0.56,0.08,LURØY,66.35845,12.48502,8
21,2017,36337,VARDSKJÆRET S,0.15,0.6,0.18,LURØY,66.35017,12.46927,7.6
21,2017,36317,VARHOLMEN,,,,BRØNNØY,65.54905,12.12642,
21,2017,12303,VARTDAL,,,,ØRSTA,62.3067,6.092083,
21,2017,11137,VASSDALSVIK,,,,MELØY,66.80788,13.56575,
21,2017,18117,VASSVIKA,,,,LOPPA,70.27188,21.6898,
21,2017,11728,VATNØY,,,,GULEN,60.96527,4.907533,16
21,2017,13047,VÅTVIKA,0,0.06,0,VÅGAN,68.22768,14.80522,6.63
21,2017,12678,VEDØYA,,,,FOSNES,64.60743,11.35482,
21,2017,10504,VEDVIKA,0.11,5.17,1.05,BØ I NORDLAND,68.77659,14.61386,6.6
21,2017,11303,VEGGFJELL,,,,HAMARØY,67.962,15.8058,
21,2017,32637,VEIDNES,0,0,0,BÅTSFJORD,70.54017,30.13612,4.8
21,2017,32337,VEIESUND,0.2,0.48,0.03,FLORA,61.57207,5.0466,9
21,2017,35838,VENGSØY,0.02,0.05,0,TROMSØ,69.8227,18.51875,5.8
21,2017,13837,VERPEIDE,,,,VÅGSØY,61.90222,5.209233,
21,2017,33497,VERPESDALSBUGEN,,,,NORDDAL,62.27848,7.101567,
21,2017,11385,VESTNES,0,0,0.07,HARSTAD,68.98158,16.48835,6.01
21,2017,12885,VIKAGEILEN,0,0.03,0,KRISTIANSUND,63.07578,7.906067,10.4
21,2017,13704,VIKANE,,,,MASFJORDEN,60.7125,5.403633,
21,2017,27315,VIKANE 1,0.19,0.17,0.07,JONDAL,60.26125,6.225083,12.19
21,2017,36717,VINDHAMMARNESET,,,,BERG,69.46841,17.60618,
21,2017,11252,VINDHAMMEREN,0.02,0.32,0.53,BØ I NORDLAND,68.78075,14.59373,6.6
21,2017,12839,VINDSNES,0.05,0.08,0,NORDDAL,62.28505,7.279633,9.9
21,2017,13226,VINDSVIK,0.05,0.22,0.03,HJELMELAND,59.29982,6.322467,9.94
21,2017,19235,VINDVIKA,0.28,0.38,0.05,BODØ,67.53316,15.16558,7.66
21,2017,11315,VINKFJORDEN,,,,STEIGEN,67.72638,15.37989,
21,2017,10616,VINNALANDET,0,0,0.1,HAMMERFEST,70.57315,23.39788,5.4
21,2017,11925,VINTRAVIKI,0.04,0.04,0,SULDAL,59.39938,6.020533,9.3
21,2017,13246,VOLDNES,0.21,1.12,0.05,HERØY I MØRE OG ROMSDAL,62.2097,5.7849,9.24
21,2017,12334,VORAVIKA,,,,SANDE I MØRE OG ROMSDAL,62.23342,5.486117,
21,2017,36237,VORTERØYA,,,,SKJERVØY,69.96655,20.61528,
21,2017,17495,VULLUM,0.04,0.14,0.01,HALSA,63.04895,8.21635,9.8
21,2017,29936,YSTADNESET,0.16,1.52,1.06,KVINNHERAD,59.97793,5.77565,11.3
21,2017,13306,YSTEVIKA,0.02,0.13,0.02,SKÅNLAND,68.69432,17.05325,6.5
21,2017,13016,YTRE HAMNEBUKT,,,,KVÆNANGEN,70.04923,21.81167,
21,2017,24155,YTRE JØVIK,0.01,0.01,0,BERG,69.42052,17.33755,5.7
21,2017,32617,YTRE KOVEN,0,0,0,ALTA,70.14235,22.89353,5.2
21,2017,24175,YTRE LAVOLLSFJORD,0.03,0.08,0,BERG,69.41946,17.28757,5.6
21,2017,20176,YTRE SIMANES,,,,ALTA,69.9481,23.09233,
21,2017,11338,YTRE STRÆTE,0.03,0.14,0.09,SKÅNLAND,68.71948,17.13882,6.94
21,2017,29417,YTRE VASSHOLMEN,0,0,0,HERØY I NORDLAND,65.93497,12.13913,7.2
21,2017,31319,,,,,,,,
21,2017,13012,,,,,,,,
21,2017,12377,,,,,,,,
21,2017,25575,,,,,,,,
21,2017,20566,,,,,,,,
21,2017,13117,,,,,,,,
21,2017,11305,,,,,,,,
21,2017,18270,,,,,,,,
21,2017,10264,,,,,,,,
21,2017,10970,,,,,,,,
21,2017,12612,,,,,,,,
21,2017,24375,,,,,,,,
21,2017,10995,,,,,,,,
21,2017,29436,,,,,,,,
21,2017,11204,,,,,,,,
21,2017,10875,,,,,,,,
21,2017,11982,,,,,,,,
21,2017,13105,,,,,,,,
21,2017,11514,,,,,,,,
21,2017,13231,,,,,,,,
21,2017,17595,,,,,,,,
21,2017,12066,,,,,,,,
21,2017,34337,,,,,,,,
21,2017,13792,,,,,,,,
21,2017,10072,,,,,,,,
21,2017,19678,,,,,,,,
21,2017,13775,,,,,,,,
21,2017,12723,,,,,,,,
21,2017,10834,,,,,,,,
21,2017,27536,,,,,,,,
21,2017,21955,,,,,,,,
21,2017,11645,,,,,,,,
21,2017,31639,,,,,,,,
21,2017,25656,,,,,,,,
21,2017,31738,,,,,,,,
21,2017,11556,,,,,,,,
21,2017,32733,,,,,,,,
21,2017,10736,,,,,,,,
21,2017,12802,,,,,,,,
21,2017,26275,,,,,,,,
21,2017,11274,,,,,,,,
21,2017,10511,,,,,,,,
21,2017,10971,,,,,,,,
21,2017,12027,,,,,,,,
21,2017,34227,,,,,,,,
21,2017,11545,,,,,,,,
21,2017,10327,,,,,,,,
21,2017,13565,,,,,,,,
21,2017,28256,,,,,,,,
21,2017,26395,,,,,,,,
21,2017,13253,,,,,,,,
21,2017,20766,,,,,,,,
21,2017,13547,,,,,,,,
21,2017,12701,,,,,,,,
21,2017,11566,,,,,,,,
21,2017,30737,,,,,,,,
21,2017,12695,,,,,,,,
21,2017,20314,,,,,,,,
21,2017,11596,,,,,,,,
21,2017,13513,,,,,,,,
21,2017,12221,,,,,,,,
21,2017,10326,,,,,,,,
21,2017,12454,,,,,,,,
21,2017,19679,,,,,,,,
21,2017,20073,,,,,,,,
21,2017,13944,,,,,,,,
21,2017,10400,,,,,,,,
21,2017,14303,,,,,,,,
21,2017,11677,,,,,,,,
21,2017,11428,,,,,,,,
21,2017,13652,,,,,,,,
21,2017,23136,,,,,,,,
21,2017,11356,,,,,,,,
21,2017,32347,,,,,,,,
21,2017,12206,,,,,,,,
21,2017,26738,,,,,,,,
21,2017,15856,,,,,,,,
21,2017,19675,,,,,,,,
21,2017,31037,,,,,,,,
21,2017,11538,,,,,,,,
21,2017,11959,,,,,,,,
21,2017,27556,,,,,,,,
21,2017,13491,,,,,,,,
21,2017,11522,,,,,,,,
21,2017,12708,,,,,,,,
21,2017,11059,,,,,,,,
21,2017,24958,,,,,,,,
21,2017,11503,,,,,,,,
21,2017,31447,,,,,,,,
21,2017,33307,,,,,,,,
21,2017,10545,,,,,,,,
21,2017,21407,,,,,,,,
21,2017,29029,,,,,,,,
21,2017,10964,,,,,,,,
21,2017,14882,,,,,,,,
21,2017,10960,,,,,,,,
21,2017,32957,,,,,,,,
21,2017,31977,,,,,,,,
21,2017,14765,,,,,,,,
21,2017,18698,,,,,,,,
21,2017,23432,,,,,,,,
21,2017,12800,,,,,,,,
21,2017,25455,,,,,,,,
21,2017,26035,,,,,,,,
21,2017,11765,,,,,,,,
21,2017,19153,,,,,,,,
21,2017,27075,,,,,,,,
21,2017,19816,,,,,,,,
21,2017,21517,,,,,,,,
21,2017,34307,,,,,,,,
21,2017,20579,,,,,,,,
21,2017,0,,,,,,,,
21,2017,10042,,,,,,,,
21,2017,10061,,,,,,,,
21,2017,10067,,,,,,,,
21,2017,10070,,,,,,,,
21,2017,10093,,,,,,,,
21,2017,10120,,,,,,,,
21,2017,10121,,,,,,,,
21,2017,10177,,,,,,,,
21,2017,10215,,,,,,,,
21,2017,10228,,,,,,,,
21,2017,10258,,,,,,,,
21,2017,10283,,,,,,,,
21,2017,10286,,,,,,,,
21,2017,10301,,,,,,,,
21,2017,10363,,,,,,,,
21,2017,10365,,,,,,,,
21,2017,10369,,,,,,,,
21,2017,10393,,,,,,,,
21,2017,10394,,,,,,,,
21,2017,10418,,,,,,,,
21,2017,10423,,,,,,,,
21,2017,10491,,,,,,,,
21,2017,10506,,,,,,,,
21,2017,10510,,,,,,,,
21,2017,10587,,,,,,,,
21,2017,10633,,,,,,,,
21,2017,10718,,,,,,,,
21,2017,10720,,,,,,,,
21,2017,10802,,,,,,,,
21,2017,10805,,,,,,,,
21,2017,10812,,,,,,,,
21,2017,10836,,,,,,,,
21,2017,10914,,,,,,,,
21,2017,10963,,,,,,,,
21,2017,11001,,,,,,,,
21,2017,11004,,,,,,,,
21,2017,11077,,,,,,,,
21,2017,11117,,,,,,,,
21,2017,11125,,,,,,,,
21,2017,11194,,,,,,,,
21,2017,11196,,,,,,,,
21,2017,11207,,,,,,,,
21,2017,11291,,,,,,,,
21,2017,11317,,,,,,,,
21,2017,11327,,,,,,,,
21,2017,11329,,,,,,,,
21,2017,11341,,,,,,,,
21,2017,11345,,,,,,,,
21,2017,11388,,,,,,,,
21,2017,11444,,,,,,,,
21,2017,11461,,,,,,,,
21,2017,11475,,,,,,,,
21,2017,11494,,,,,,,,
21,2017,11496,,,,,,,,
21,2017,11499,,,,,,,,
21,2017,11558,,,,,,,,
21,2017,11562,,,,,,,,
21,2017,11564,,,,,,,,
21,2017,11712,,,,,,,,
21,2017,11718,,,,,,,,
21,2017,11767,,,,,,,,
21,2017,11792,,,,,,,,
21,2017,11798,,,,,,,,
21,2017,11812,,,,,,,,
21,2017,11817,,,,,,,,
21,2017,11863,,,,,,,,
21,2017,11887,,,,,,,,
21,2017,11898,,,,,,,,
21,2017,11934,,,,,,,,
21,2017,11938,,,,,,,,
21,2017,11942,,,,,,,,
21,2017,11953,,,,,,,,
21,2017,11960,,,,,,,,
21,2017,11967,,,,,,,,
21,2017,12080,,,,,,,,
21,2017,12084,,,,,,,,
21,2017,12105,,,,,,,,
21,2017,12122,,,,,,,,
21,2017,12123,,,,,,,,
21,2017,12151,,,,,,,,
21,2017,12186,,,,,,,,
21,2017,12211,,,,,,,,
21,2017,12225,,,,,,,,
21,2017,12238,,,,,,,,
21,2017,12246,,,,,,,,
21,2017,12249,,,,,,,,
21,2017,12253,,,,,,,,
21,2017,12255,,,,,,,,
21,2017,12264,,,,,,,,
21,2017,12331,,,,,,,,
21,2017,12333,,,,,,,,
21,2017,12390,,,,,,,,
21,2017,12396,,,,,,,,
21,2017,12398,,,,,,,,
21,2017,12430,,,,,,,,
21,2017,12434,,,,,,,,
21,2017,12448,,,,,,,,
21,2017,12457,,,,,,,,
21,2017,12487,,,,,,,,
21,2017,12499,,,,,,,,
21,2017,12512,,,,,,,,
21,2017,12516,,,,,,,,
21,2017,12522,,,,,,,,
21,2017,12538,,,,,,,,
21,2017,12539,,,,,,,,
21,2017,12540,,,,,,,,
21,2017,12542,,,,,,,,
21,2017,12543,,,,,,,,
21,2017,12544,,,,,,,,
21,2017,12547,,,,,,,,
21,2017,12549,,,,,,,,
21,2017,12550,,,,,,,,
21,2017,12571,,,,,,,,
21,2017,12597,,,,,,,,
21,2017,12598,,,,,,,,
21,2017,12622,,,,,,,,
21,2017,12628,,,,,,,,
21,2017,12629,,,,,,,,
21,2017,12676,,,,,,,,
21,2017,12729,,,,,,,,
21,2017,12732,,,,,,,,
21,2017,12739,,,,,,,,
21,2017,12742,,,,,,,,
21,2017,12743,,,,,,,,
21,2017,12764,,,,,,,,
21,2017,12769,,,,,,,,
21,2017,12770,,,,,,,,
21,2017,12771,,,,,,,,
21,2017,12773,,,,,,,,
21,2017,12774,,,,,,,,
21,2017,12778,,,,,,,,
21,2017,12779,,,,,,,,
21,2017,12827,,,,,,,,
21,2017,12860,,,,,,,,
21,2017,12865,,,,,,,,
21,2017,12875,,,,,,,,
21,2017,12888,,,,,,,,
21,2017,12893,,,,,,,,
21,2017,12901,,,,,,,,
21,2017,12959,,,,,,,,
21,2017,12974,,,,,,,,
21,2017,12995,,,,,,,,
21,2017,13011,,,,,,,,
21,2017,13053,,,,,,,,
21,2017,13085,,,,,,,,
21,2017,13091,,,,,,,,
21,2017,13108,,,,,,,,
21,2017,13121,,,,,,,,
21,2017,13141,,,,,,,,
21,2017,13167,,,,,,,,
21,2017,13173,,,,,,,,
21,2017,13174,,,,,,,,
21,2017,13175,,,,,,,,
21,2017,13189,,,,,,,,
21,2017,13265,,,,,,,,
21,2017,13278,,,,,,,,
21,2017,13286,,,,,,,,
21,2017,13292,,,,,,,,
21,2017,13308,,,,,,,,
21,2017,13315,,,,,,,,
21,2017,13502,,,,,,,,
21,2017,13506,,,,,,,,
21,2017,13516,,,,,,,,
21,2017,13525,,,,,,,,
21,2017,13551,,,,,,,,
21,2017,13568,,,,,,,,
21,2017,13571,,,,,,,,
21,2017,13574,,,,,,,,
21,2017,13575,,,,,,,,
21,2017,13583,,,,,,,,
21,2017,13598,,,,,,,,
21,2017,13614,,,,,,,,
21,2017,13620,,,,,,,,
21,2017,13626,,,,,,,,
21,2017,13632,,,,,,,,
21,2017,13650,,,,,,,,
21,2017,13666,,,,,,,,
21,2017,13715,,,,,,,,
21,2017,13717,,,,,,,,
21,2017,13747,,,,,,,,
21,2017,13789,,,,,,,,
21,2017,13840,,,,,,,,
21,2017,13856,,,,,,,,
21,2017,13890,,,,,,,,
21,2017,13895,,,,,,,,
21,2017,13896,,,,,,,,
21,2017,13898,,,,,,,,
21,2017,13916,,,,,,,,
21,2017,14176,,,,,,,,
21,2017,14682,,,,,,,,
21,2017,14837,,,,,,,,
21,2017,14979,,,,,,,,
21,2017,15135,,,,,,,,
21,2017,15518,,,,,,,,
21,2017,15595,,,,,,,,
21,2017,16215,,,,,,,,
21,2017,16335,,,,,,,,
21,2017,17135,,,,,,,,
21,2017,17175,,,,,,,,
21,2017,17755,,,,,,,,
21,2017,17860,,,,,,,,
21,2017,17935,,,,,,,,
21,2017,18002,,,,,,,,
21,2017,18175,,,,,,,,
21,2017,18257,,,,,,,,
21,2017,18659,,,,,,,,
21,2017,18876,,,,,,,,
21,2017,19515,,,,,,,,
21,2017,19578,,,,,,,,
21,2017,19800,,,,,,,,
21,2017,20018,,,,,,,,
21,2017,20397,,,,,,,,
21,2017,20915,,,,,,,,
21,2017,21376,,,,,,,,
21,2017,21520,,,,,,,,
21,2017,21956,,,,,,,,
21,2017,22115,,,,,,,,
21,2017,22235,,,,,,,,
21,2017,22695,,,,,,,,
21,2017,22735,,,,,,,,
21,2017,23315,,,,,,,,
21,2017,23677,,,,,,,,
21,2017,23815,,,,,,,,
21,2017,24235,,,,,,,,
21,2017,24537,,,,,,,,
21,2017,24935,,,,,,,,
21,2017,25395,,,,,,,,
21,2017,25955,,,,,,,,
21,2017,25975,,,,,,,,
21,2017,26036,,,,,,,,
21,2017,26755,,,,,,,,
21,2017,26975,,,,,,,,
21,2017,27295,,,,,,,,
21,2017,27456,,,,,,,,
21,2017,27596,,,,,,,,
21,2017,27656,,,,,,,,
21,2017,27696,,,,,,,,
21,2017,28056,,,,,,,,
21,2017,28616,,,,,,,,
21,2017,29216,,,,,,,,
21,2017,29556,,,,,,,,
21,2017,29676,,,,,,,,
21,2017,30016,,,,,,,,
21,2017,30056,,,,,,,,
21,2017,30096,,,,,,,,
21,2017,30237,,,,,,,,
21,2017,31017,,,,,,,,
21,2017,31079,,,,,,,,
21,2017,31337,,,,,,,,
21,2017,31417,,,,,,,,
21,2017,32177,,,,,,,,
21,2017,33397,,,,,,,,
21,2017,34438,,,,,,,,
21,2017,42437,,,,,,,,
21,2017,29315,,,,,,,,
21,2017,30875,,0.01,0.13,0.01,,,,7.2
21,2017,37497,,,,,,,,
21,2017,37557,,,,,,,,
21,2017,16055,,,,,,,,
21,2017,37577,,,,,,,,
21,2017,13499,,,,,,,,
21,2017,37657,,,,,,,,
21,2017,10652,,,,,,,,
21,2017,37717,,,,,,,,
21,2017,37797,,,,,,,,
21,2017,37857,,,,,,,,
21,2017,37937,,,,,,,,
21,2017,37877,,,,,,,,
20,2017,33437,ÅDNAHOLMEN,,,,FINNØY,59.27807,5.777617,
20,2017,30196,ÅDNEKVAMME,0.1,0.38,0.33,MASFJORDEN,60.83117,5.353233,7
20,2017,35297,ÅDNØY SØ,,,,SANDNES,58.91455,6.028583,
20,2017,30977,ÆSØYA,,,,VESTVÅGØY,68.10487,13.79007,
20,2017,15196,AGA Ø,,,,BØMLO,59.8451,5.261367,
20,2017,10331,ÅKRE,0.16,0.41,0.01,KVINNHERAD,60.11243,6.042483,9.76
20,2017,12067,ALDALEN,0,0,0.01,OS I HORDALAND,60.24995,5.571917,10
20,2017,12982,ALDEØYNA,0.8,2.02,0.28,ASKVOLL,61.31025,4.76905,9.5
20,2017,10298,ÅLFORO,,,,FITJAR,59.8665,5.244133,
20,2017,11756,ALLERSHOLMEN,,,,AUSTRHEIM,60.77465,4.8536,
20,2017,13271,ALMURDEN,,,,FLATANGER,64.43324,10.68095,
20,2017,12086,ALSÅKERVIK,,,,KVINNHERAD,59.7601,6.074183,
20,2017,11416,ALSVÅG,,,,ØKSNES,68.9027,15.28675,
20,2017,13227,ALTANESET,0,0.01,0,FUSA,60.24712,5.63475,9.4
20,2017,11179,ALTEROSEN,,,,VÅGAN,68.20737,14.44687,
20,2017,10319,ÅLVORA,,,,FLORA,61.58403,5.133633,
20,2017,11330,ÅMUNDSVIKA,,,,GRATANGEN,68.72655,17.34348,
20,2017,11513,ANDAL,0,0.77,0.76,BØMLO,59.63633,5.247717,9.2
20,2017,33457,ÅNDERBAKK,,,,STEIGEN,67.75468,15.70438,
20,2017,11339,ÅNDERKLEIVA,,,,IBESTAD,68.92402,17.14982,
20,2017,32277,ANDHOLMEN 1,0.15,0.31,0,SMØLA,63.46978,7.8556,8.4
20,2017,32297,ANDHOLMEN 2,0.17,0.45,0,SMØLA,63.46745,7.847167,8.5
20,2017,33257,ANDREGGRUNNEN,,,,FINNØY,59.23888,5.740617,
20,2017,30156,ANEVIK,,,,STEIGEN,68.00592,15.26433,
20,2017,13563,ANGELSKÅR,0.31,0.86,0.02,OSTERØY,60.52442,5.3568,11.5
20,2017,13518,ANGSTAUREN,0.14,0.11,0,TROMSØ,69.69534,18.17027,5.9
20,2017,32017,ÅNHOLMEN,,,,FOSNES,64.7198,11.46168,
20,2017,11793,ÅNNAHOLMANE,0,0,0.2,ASKVOLL,61.28427,4.725433,9.5
20,2017,29816,APALVIKNESET,0.07,0.76,0.07,JONDAL,60.14622,6.121133,9.27
20,2017,29416,ÅPENVIK,,,,UNJARGGA-NESSEBY,70.02058,29.21533,
20,2017,12085,APLAVIKA,0.03,0.45,0.11,KVAM,60.25865,6.055333,10.3
20,2017,11364,ÅRBERG,0.11,0.35,0.03,TORSKEN,69.1959,16.91595,5.7
20,2017,24695,ÅRNES,,,,NAMSOS,64.5961,11.27342,
20,2017,11119,ARNØYSUNDET,,,,GILDESKÅL,67.14978,13.991,
20,2017,10735,ÅRØYA,0,0,0,LYNGEN,69.66327,20.31492,5.9
20,2017,35797,ÅRSETFJORDEN,0.04,0.2,0.06,NÆRØY,65.00819,11.74642,7
20,2017,12668,ASTRIDHOLMEN,,,,NÆRØY,64.80798,11.54258,
